id_biblioteca,nombre_biblioteca,id_departamento,nombre_departamento,nombre_provincia,dominio_email,año_fundacion
2951,Bib.Pop. José Hernández,82007,Belgrano,Santa Fe,arnet,1976.0
2136,Bib.Pop. D.F.Sarmiento,82007,Belgrano,Santa Fe,,1935.0
1936,Bib.Pop. Bernardino Rivadavia,82007,Belgrano,Santa Fe,redcrs,1934.0
1600,Bib.Pop. José Ingenieros,82007,Belgrano,Santa Fe,hotmail,1930.0
1599,Bib.Pop. Bartolomé Mitre,82014,Caseros,Santa Fe,gmail,1932.0
2760,Bib.Pop. El Ateneo,82014,Caseros,Santa Fe,gmail,1953.0
411,Bib.Pop. Carlos Casado,82014,Caseros,Santa Fe,arnet,1908.0
1138,Bib.Pop. D.F.Sarmiento,82014,Caseros,Santa Fe,,1917.0
2905,Bib.Pop. Manuel Belgrano,82014,Caseros,Santa Fe,,1957.0
3007,Bib.Pop. Chabas,82014,Caseros,Santa Fe,,1980.0
2189,Bib.Pop. Manuel Belgrano,82014,Caseros,Santa Fe,gmail,1939.0
1035,Bib.Pop. D.F.Sarmiento,82014,Caseros,Santa Fe,,1914.0
2601,Bib.Pop. Domingo F. Sarmiento,82021,Castellanos,Santa Fe,hotmail,1953.0
4365,Bib.Pop. Arco Iris,82021,Castellanos,Santa Fe,yahoo,2001.0
3342,Bib.Pop. Presbítero A. Bonini,82021,Castellanos,Santa Fe,,1989.0
472,Bib.Pop. D.F.Sarmiento,82021,Castellanos,Santa Fe,,1919.0
4316,Bib.Pop. Alfonsina Storni de Colonia Bicha,82021,Castellanos,Santa Fe,hotmail,2013.0
2722,Bib.Pop. Ricardo Rojas,82021,Castellanos,Santa Fe,,1957.0
3513,Bib.Pop. Esmeralda,82021,Castellanos,Santa Fe,,1996.0
3238,Bib.Pop. Estación Clucellas,82021,Castellanos,Santa Fe,,1993.0
1408,Bib.Pop. Mariano Moreno,82021,Castellanos,Santa Fe,yahoo,1929.0
4337,Bib.Pop. Héctor Miguel Reinaudi,82021,Castellanos,Santa Fe,hotmail,2010.0
2997,Bib.Pop. María Juana,82021,Castellanos,Santa Fe,coopmj,1974.0
2254,Bib.Pop. José Manuel Estrada,82021,Castellanos,Santa Fe,hotmail,1937.0
2927,Bib.Pop. Esc. Dr. Ricardo Gutierrez,82021,Castellanos,Santa Fe,yahoo,1939.0
4291,Bib.Pop. Moseñor Antonio Brasca,82021,Castellanos,Santa Fe,hotmail,2010.0
2941,Bib.Pop.Esc. José Hernández,82021,Castellanos,Santa Fe,,1980.0
3986,Bib. Pop. Mariano Moreno,82021,Castellanos,Santa Fe,hotmail,1925.0
1654,Bib.Pop. Mariano Moreno,82021,Castellanos,Santa Fe,,1931.0
1188,Bib.Pop. Juan Bautista Alberdi,82021,Castellanos,Santa Fe,,1998.0
935,Bib.Pop. Rodolfo Prigioni,82021,Castellanos,Santa Fe,,1922.0
1680,Bib.Pop. Belisario Roldán,82028,Constitucion,Santa Fe,yahoo,1932.0
859,Bib.Pop. Bartolomé Mitre,82028,Constitucion,Santa Fe,bombal,1921.0
4074,Bib.Pop. Julio Migno,82028,Constitucion,Santa Fe,,1998.0
1116,Bib.Pop. Guido y Spano,82042,Constitucion,Santa Fe,,1925.0
3032,Bib.Pop. Cervantes,82028,Constitucion,Santa Fe,yahoo,1963.0
4045,Bib.Pop. Rincón del Medio,82028,Constitucion,Santa Fe,,2000.0
475,Bib.Pop. Mariano Moreno,82028,Constitucion,Santa Fe,,1918.0
424,Bib.Pop. Juan Bautista Alberdi,82028,Constitucion,Santa Fe,gmail,1918.0
1399,Bib.Pop. Esteban Echeverría,82028,Constitucion,Santa Fe,,1929.0
3678,Bib. Pop. Mafalda,82028,Constitucion,Santa Fe,,1996.0
479,Bib.Pop. Estudio y labor S. Pastorino,82028,Constitucion,Santa Fe,yahoo,1917.0
481,Bib.Pop. Bartolomé Mitre,82028,Constitucion,Santa Fe,gmail,1920.0
2256,Bib.Pop. Mariano Moreno,82028,Constitucion,Santa Fe,,1944.0
467,Bib.Pop. Manuel Belgrano,82028,Constitucion,Santa Fe,hotmail,1980.0
468,Bib.Pop. María Perrisol,82028,Constitucion,Santa Fe,gmail,
1808,Bib.Pop. Nicasio Oroño,82028,Constitucion,Santa Fe,gmail,1917.0
1749,Bib.Pop. Manuel Lainez,82035,Garay,Santa Fe,,1980.0
3957,Asoc.Bib.Pop. Domingo G. Silva,82035,Garay,Santa Fe,yahoo,2000.0
2945,Bib. Pop.  D. F. Sarmiento,82042,Gral Lopez,Santa Fe,hotmail,1925.0
1319,Bib.Pop. D.F.Sarmiento,82042,Gral Lopez,Santa Fe,,1928.0
1952,Bib.Pop. Alberto Chovet,82042,Gral Lopez,Santa Fe,hotmail,1937.0
1724,Bib.Pop. D.F.Sarmiento,82042,Gral Lopez,Santa Fe,,1932.0
419,Bib.Pop. Nosotros,82028,Gral Lopez,Santa Fe,,1919.0
3447,Bib. Pop. D. F. Sarmiento,82014,Gral Lopez,Santa Fe,gmail,1963.0
3029,Bib.Pop. Mariano Moreno,82042,Gral Lopez,Santa Fe,gmail,1975.0
2942,Bib.Pop. Leopoldo Lugones,82042,Gral Lopez,Santa Fe,bombal,1976.0
2276,Bib.Pop. Bernardino Rivadavia,82042,Gral Lopez,Santa Fe,,1945.0
2472,Bib. Pop. Mariano Moreno,82042,Gral Lopez,Santa Fe,hotmail,1950.0
488,Bib.Pop. Bernardino Rivadavia,82042,Gral Lopez,Santa Fe,hotmail,1917.0
1175,Bib.Pop. Mun. José Ingenieros,82042,Gral Lopez,Santa Fe,gmail,1913.0
1994,Bib. Pop. Brig.Gral. E .López,82042,Gral Lopez,Santa Fe,,1938.0
2037,"Bib.Pop.Juan B.Alberdi, C.Rec.y Cult.Unión",82042,Gral Lopez,Santa Fe,gmail,1934.0
1472,Bib.Pop. D.F.Sarmiento,82042,Gral Lopez,Santa Fe,coopsancti,1930.0
2339,Bib.Pop. Bernardino Rivadavia,82042,Gral Lopez,Santa Fe,hotmail,1937.0
2182,Bib.Pop. Bernardino Rivadavia,82028,Gral Lopez,Santa Fe,,1943.0
3426,Bib.Pop. Casa de la Cultura,82042,Gral Lopez,Santa Fe,,1992.0
469,Bib.Pop. Florentino Ameghino,82042,Gral Lopez,Santa Fe,powervt,1930.0
491,Bib.Pop. Juan Bautista Alberdi,82042,Gral Lopez,Santa Fe,,1915.0
1582,Bib.Pop. D.F.Sarmiento,82042,Gral Lopez,Santa Fe,yahoo,1931.0
1024,Bib.Pop. Manuel Lainez,82042,Gral Lopez,Santa Fe,,1924.0
2840,Bib.Pop. Constancio C.Vigil,82042,Gral Lopez,Santa Fe,bepe,1960.0
2642,Bib.Pop. Mariano Moreno,82049,Gral Obligado,Santa Fe,hotmail,1954.0
3603,Bib.Esc.Pop. Laura Roldan,82049,Gral Obligado,Santa Fe,,1996.0
4167,Bib.Pop. Julio Migno de Guadalupe Norte,82049,Gral Obligado,Santa Fe,hotmail,1980.0
3812,Bib. Pop. Ernesto Sábato,82049,Gral Obligado,Santa Fe,hotmail,1980.0
4360,Bib.Pop. Fortín Arenales,82049,Gral Obligado,Santa Fe,outlook,2013.0
4154,15 de junio Biblioteca Popular,82049,Gral Obligado,Santa Fe,yahoo,1980.0
2867,Bib.Pop. José Manuel Estrada,82049,Gral Obligado,Santa Fe,,1966.0
426,Bib.Pop. Del Centro Soc.Cosmopolita,82049,Gral Obligado,Santa Fe,malabrigo,1922.0
1014,Bib.Pop.Mun. Gral. Obligado,82049,Gral Obligado,Santa Fe,,1921.0
4009,Bib.Pop. Padre Leonardo Castellani,82049,Gral Obligado,Santa Fe,,2000.0
3664,Bib.Pop. Fray Ermete Constanzi,82049,Gral Obligado,Santa Fe,,1996.0
2012,Bib.Pop. Mariano Moreno,82049,Gral Obligado,Santa Fe,hotmail,1980.0
4060,Bib.Pop. Mercedes de Longhi,82049,Gral Obligado,Santa Fe,hotmail,1980.0
3741,Bib.Pop. Padre Jorge Capello,82049,Gral Obligado,Santa Fe,,1997.0
2208,Bib.Pop. Pablo A. Pizzurno,82056,Iriondo,Santa Fe,hotmail,1936.0
2883,Bib.Pop. Alfonsina Storni,82056,Iriondo,Santa Fe,yahoo,1970.0
414,Bib.Pop. Bernardino Rivadavia,82056,Iriondo,Santa Fe,gmail,1920.0
1145,Bib.Pop.Inf. Pablo A. Pizzurno,82056,Iriondo,Santa Fe,,1924.0
2831,Bib.Pop. D.F.Sarmiento,82056,Iriondo,Santa Fe,hotmail,1943.0
1041,Bib.Pop. Pablo A. Pizzurno,82119,Iriondo,Santa Fe,yahoo,1924.0
2178,Bib.Pop. Pablo A. Pizzurno,82056,Iriondo,Santa Fe,hotmail,1943.0
3936,Bib. Pop. Caja de Créditos Correa,82056,Iriondo,Santa Fe,hotmail,1976.0
3817,Bib.Pop. José Pedroni,82056,Iriondo,Santa Fe,,1980.0
2421,Bib.Pop. Mariano Moreno,82056,Iriondo,Santa Fe,,1939.0
4070,Bib. Pop. Manuel Belgrano,82056,Iriondo,Santa Fe,yahoo,2002.0
973,Bib.Pop. D.F.Sarmiento,82056,Iriondo,Santa Fe,gmail,1920.0
2913,Bib.Esc. Pop. Constancio C. Vigil,82056,Iriondo,Santa Fe,outlook,1973.0
3558,Bib.Pop. Amanecer,82063,La Capital,Santa Fe,,1996.0
1771,Bib.Pop. Gob. Mariano Cabal,82063,La Capital,Santa Fe,,1929.0
1083,Bib.Pop. Juan Bautista Alberdi,82063,La Capital,Santa Fe,hotmail,1925.0
2384,Bib. Pop. Villa Talleres,82063,La Capital,Santa Fe,,1945.0
463,Bib.Pop. Domingo Guzmán Silva,82063,La Capital,Santa Fe,hotmail,1918.0
455,Bib.Pop. Bartolomé Mitre,82063,La Capital,Santa Fe,yahoo,1907.0
487,Bib.Pop. Mariano Moreno,82063,La Capital,Santa Fe,yahoo,1912.0
1016,Bib.Pop.Ped. D.F.Sarmiento,82063,La Capital,Santa Fe,santafe-conicet,1915.0
2123,Bib.Pop. D.F.Sarmiento,82063,La Capital,Santa Fe,hotmail,1939.0
2331,Bib.Pop. Hogar del maestro,82063,La Capital,Santa Fe,gmail,1947.0
2444,Bib. Pop. Centro Español,82063,La Capital,Santa Fe,gmail,1943.0
2611,Bib.Pop. Mateo Booz,82063,La Capital,Santa Fe,gmail,1942.0
2772,Bib.Pop. Pablo A. Pizzurno de Santa Fe,82063,La Capital,Santa Fe,hotmail,1929.0
3639,Bib.Pop. Emilio Zola,82063,La Capital,Santa Fe,,1980.0
3934,Bib. Pop. Bica,82063,La Capital,Santa Fe,gmail,1976.0
4276,Bib.Pop. Elena Verón,82063,La Capital,Santa Fe,,2006.0
4301,Bib.Pop. Osvaldo Bayer,82063,La Capital,Santa Fe,yahoo,2010.0
4302,Bib.Pop. Santafesina,82063,La Capital,Santa Fe,hotmail,2009.0
4308,Bib.Pop. Juglares sin Fronteras,82063,La Capital,Santa Fe,gmail,2010.0
4330,Bib. Pop. Amilcar Renna,82063,La Capital,Santa Fe,gmail,2013.0
4391,De Las orillas,82063,La Capital,Santa Fe,,2022.0
2698,Bib.Pop. José Hernández,82063,La Capital,Santa Fe,,1980.0
2885,Bib.Pop. Dr. Ricardo D. G. Alcacer,82070,Las Colonias,Santa Fe,educ,1969.0
1144,Bib. Pop. Mariano Moreno,82070,Las Colonias,Santa Fe,hotmail,1926.0
945,Bib.Pop. Beck Herzog,82070,Las Colonias,Santa Fe,arnet,1922.0
2207,Bib.Pop. Juan Bautista Alberdi,82070,Las Colonias,Santa Fe,hotmail,1943.0
4381,"Bib. Pop. ""José Hernández""",82070,Las Colonias,Santa Fe,gmail,2018.0
4206,Bib. Pop. Walter Gunziger,82070,Las Colonias,Santa Fe,hotmail,1980.0
4298,Bib.Pop. Nuevo Torino,82070,Las Colonias,Santa Fe,gmail,2010.0
3873,Bib.Pop. de Pilar,82070,Las Colonias,Santa Fe,pilar-sfe,1998.0
4226,Bib.Pop.María Emilia Divo,82070,Las Colonias,Santa Fe,hotmail,2003.0
4379,"Bib. Pop. ""Ángela Peralta Pino""",82070,Las Colonias,Santa Fe,hotmail,2018.0
4234,Bib.Pop. Eduardo de Sa Pereira,82070,Las Colonias,Santa Fe,yahoo,2006.0
461,Bib.Pop. Centro Rivadavia,82070,Las Colonias,Santa Fe,,1911.0
4377,Bib. Pop. y Pub. George Baud,82070,Las Colonias,Santa Fe,,2008.0
462,Bib.Pop. Gottfried Keller,82070,Las Colonias,Santa Fe,hotmail,
3978,Bib. Pop. Mariano Moreno,82070,Las Colonias,Santa Fe,hotmail,2000.0
2811,Bib.Pop. Domingo Faustino Sarmiento,82070,Las Colonias,Santa Fe,gmail,1935.0
2110,Bib.Pop. D.F.Sarmiento,82070,Las Colonias,Santa Fe,,1942.0
1800,Bib. Pop. Nº 1800 José Malet,82084,Rosario,Santa Fe,gmail,1932.0
470,Bib.Pop. Carlos Guido Spano,82084,Rosario,Santa Fe,msn,1917.0
1265,Bib.Pop.Inf. 25 de Mayo,82084,Rosario,Santa Fe,gmail,1980.0
430,Bib.Pop. Bernardino Rivadavia,82084,Rosario,Santa Fe,,1918.0
416,Bib.Pop. Mariano Moreno,82084,Rosario,Santa Fe,,1919.0
3898,Bib.Pop. El buen saber,82084,Rosario,Santa Fe,yahoo,2000.0
4147,Bib. Mun. y Pop. Ferdinando Ricci,82084,Rosario,Santa Fe,,1980.0
4220,Bib.Pop.Julio Migno de Ibarlucea,82084,Rosario,Santa Fe,hotmail,2007.0
440,Bib.Pop. Escuela de la A.de Muj.de Ros.,82084,Rosario,Santa Fe,,
442,Bib.Pop.Ped.Inf. Eudoro Díaz,82084,Rosario,Santa Fe,,
483,Bib.Pop. Estímulo al estudio,82084,Rosario,Santa Fe,yahoo,1911.0
982,Bib.Pop. Amor al estudio,82084,Rosario,Santa Fe,hotmail,1922.0
1063,Bib.Pop. Libertad,82084,Rosario,Santa Fe,,1922.0
1093,Bib.Pop.Pub. Aristóbulo del Valle,82084,Rosario,Santa Fe,yahoo,1925.0
1259,Bib.Pop. Proa,82084,Rosario,Santa Fe,,1927.0
1947,Bib.Pop. Amor a la verdad,82084,Rosario,Santa Fe,,1926.0
1989,Bib.Pop.Inf. Mitre,82084,Rosario,Santa Fe,,1936.0
2004,Bib.Pop. Juan Bautista Alberdi,82084,Rosario,Santa Fe,hotmail,1935.0
2005,Bib.Pop. Homero,82084,Rosario,Santa Fe,hotmail,1936.0
2094,Bib.Pop. Dr. A. Franzini Herrera,82084,Rosario,Santa Fe,yahoo,1928.0
2237,Bib.Pop. Solidaridad social,82084,Rosario,Santa Fe,,1942.0
2449,Bib. Pop. Mun. Arg. Dr. Juan Alvarez,82084,Rosario,Santa Fe,rosario,1910.0
2690,Bib.Pop. Constancio C. Vigil,82084,Rosario,Santa Fe,gmail,1944.0
2876,Bib.Pop. Alvaro Flores Estrada - Ctro Asturiano,82084,Rosario,Santa Fe,,1904.0
3006,Bib.Pop. Mariano Moreno,82084,Rosario,Santa Fe,hotmail,1979.0
3199,Bib.Pop. Alfonsina Storni,82084,Rosario,Santa Fe,gmail,1990.0
3528,Bib. Pop. La Florida,82084,Rosario,Santa Fe,yahoo,1976.0
3710,Bib.Pop. Centro cultural Rosario,82084,Rosario,Santa Fe,,1998.0
3869,Bib.Pop. Roberto Fontanarrosa,82084,Rosario,Santa Fe,hotmail,1980.0
3907,"Centro Educación, Comunicación y Bib. Pop.Cachilo",82084,Rosario,Santa Fe,gmail,2000.0
3971,Bib. Pop. Primera Ambiental y Ecológica de Rosario,82084,Rosario,Santa Fe,,1993.0
3980,Bib.Pop. Casa de Luxemburgo,82084,Rosario,Santa Fe,gmail,2000.0
4012,Bib.Pop. Dr. Lisandro de la Torre,82084,Rosario,Santa Fe,,2001.0
4082,Bib. Pop. Gastón Gori,82084,Rosario,Santa Fe,hotmail,2002.0
4114,Bib. Pop. Pocho Lepratti,82084,Rosario,Santa Fe,,2002.0
4191,Asoc.Civ.Bib.Pop. Raíces y Alas,82084,Rosario,Santa Fe,hotmail,1980.0
4257,Bib. Pop. para el Desarrollo Social,82084,Rosario,Santa Fe,,2006.0
3923,Bib. Pop. José Pedroni,82084,Rosario,Santa Fe,yahoo,2000.0
3892,Bib. Pop. Amor a la patria,82084,Rosario,Santa Fe,hotmail,1995.0
3820,Bib.Pop. José Hernández,82091,San Cristobal,Santa Fe,,1998.0
3911,Asoc.Civ.Bib.Pop. Miguel Angel Sosa,82091,San Cristobal,Santa Fe,cooparrufo,2000.0
413,Bib.Pop.D.F.Sarmiento,82091,San Cristobal,Santa Fe,hotmail,1910.0
4321,Bib. Pop. Teresa de Calcuta,82091,San Cristobal,Santa Fe,,2012.0
4397,Biblioteca Popular Gaston Bianchi,82091,San Cristobal,Santa Fe,gmail,2022.0
2187,Bib.Pop. Juan Bautista Alberdi,82091,San Cristobal,Santa Fe,yahoo,1935.0
427,Bib.Pop. Barón Hirsch,82091,San Cristobal,Santa Fe,,1913.0
460,Bib.Pop. San Martín,82091,San Cristobal,Santa Fe,hotmail,1910.0
2655,Club Union Cultural y Deportivo y Bib. Pop.,82091,San Cristobal,Santa Fe,,1954.0
1924,Bib.Pop. D.F. Sarmiento,82091,San Cristobal,Santa Fe,gmail,1933.0
3948,Bib.Pop.  Alas,82091,San Cristobal,Santa Fe,vtcc,2000.0
4157,Bib.Pop. Compartir,82098,San Javier,Santa Fe,hotmail,1980.0
3155,Bib.Pop. Despertar,82098,San Javier,Santa Fe,romang,1981.0
4038,Bib.Pop. Julio Migno,82098,San Javier,Santa Fe,yahoo,1983.0
906,Bib.Pop. de Barrancas,82105,San Jeronimo,Santa Fe,,1922.0
417,Bib.Pop. Coronel José Rodríguez,82105,San Jeronimo,Santa Fe,,1912.0
4356,Bib. Pop. Los Libros y el Río,82105,San Jeronimo,Santa Fe,outlook,2014.0
4282,Bib.Pop. del Bicentenario,82105,San Jeronimo,Santa Fe,hotmail,2011.0
420,Bib.Pop. Dr. Andrés Egaña,82105,San Jeronimo,Santa Fe,cablenet,1905.0
476,Bib.Pop. Dr. Pedro S. Alcacer,82105,San Jeronimo,Santa Fe,hotmail,1919.0
466,Bib.Pop. Rivadavia,82105,San Jeronimo,Santa Fe,,1918.0
925,Bib.Pop. Estanislao Zeballos,82112,San Justo,Santa Fe,hotmail,1922.0
4068,Bib. Pop. Luis Landriscina,82112,San Justo,Santa Fe,gcrespo,2002.0
1135,Bib.Pop. Florentino Ameghino,82112,San Justo,Santa Fe,,1922.0
991,Bib.Pop. Mariano Moreno,82112,San Justo,Santa Fe,sanjustosf,1919.0
3977,Bib.Esc.Pop. San Martín Norte (Escuela de la Familia Agrícola N,82112,San Justo,Santa Fe,hotmail,2000.0
4353,Bib. Pop. Miguel A. Fabellotti,82112,San Justo,Santa Fe,gmail,2006.0
3635,Bib.Pub.Com.y Pop. Bartolomé Mitre,82021,San Lorenzo,Santa Fe,,1980.0
3570,Bib.Pub.Mun.Pop. Dr. Lisandro de la Torre,82119,San Lorenzo,Santa Fe,hotmail,1977.0
1152,Bib.Pop. Sarmiento,82119,San Lorenzo,Santa Fe,arnet,1917.0
2038,Bib.Pop. Almafuerte,82119,San Lorenzo,Santa Fe,gmail,1939.0
429,Bib.Pop. Bernardino Rivadavia,82119,San Lorenzo,Santa Fe,,1920.0
3538,Bib.Pop.Pub. Los paraisos,82119,San Lorenzo,Santa Fe,,1980.0
489,Bib.Esc.Pop. D.F.Sarmiento,82119,San Lorenzo,Santa Fe,,1918.0
1119,Bib.Pop. Juan Bautista Alberdi,82126,San Martin,Santa Fe,velosat,1924.0
473,Bib.Pop. José Mármol,82126,San Martin,Santa Fe,live,1917.0
985,Bib.Pop. Bartolomé Mitre,82126,San Martin,Santa Fe,yahoo,1924.0
3365,Bib.Pop. Domingo Piccolo,82126,San Martin,Santa Fe,eltrebol,2005.0
3013,Bib.Pop. de Landeta,82126,San Martin,Santa Fe,gmail,1979.0
2946,Bib.Pop. Carlos Jewell,82126,San Martin,Santa Fe,,1975.0
4223,Bib. Pop. Alejandría,82126,San Martin,Santa Fe,outlook,2008.0
2631,Bib.Pop. Bartolomé Mitre,82126,San Martin,Santa Fe,,1932.0
1970,Bib.Pop. San Martín,82126,San Martin,Santa Fe,gmail,1937.0
1395,Bib.Pop. Rivadavia,82126,San Martin,Santa Fe,,1929.0
1838,Bib.Pop. Juan Bautista Alberdi,82126,San Martin,Santa Fe,sme,1934.0
876,Bib.Pop. Gral. José de San Martín,82126,San Martin,Santa Fe,sme,1919.0
4029,Bib.Pop. Jose Hernández,82021,Sin Partido,Santa Fe,yahoo,1980.0
4015,Bib. Pop. Felicia,82070,Sin Partido,Santa Fe,outlook,2002.0
4011,Bib. Pop. Alfonsina Storni,82105,Sin Partido,Santa Fe,,2000.0
4044,Bib.Pop. Martín Fierro,82063,Sin Partido,Santa Fe,,1980.0
4174,Asoc.Civ.Bib.Pop. Mariano Moreno de Villada,82014,Sin Partido,Santa Fe,yahoo,2004.0
4198,Bib.Pop. Angel José Medina,82133,Vera,Santa Fe,hotmail,1980.0
3451,Bib.Pop.Dependiente E.E.T.P.I. Nº 8211,82133,Vera,Santa Fe,,1980.0
4233,Bib. Pop. Sofia Barat,82133,Vera,Santa Fe,,2008.0
3030,Bib.Pop. José Pedroni,82133,Vera,Santa Fe,trcnet,1980.0
3390,Bib.Pop. Tanino,82133,Vera,Santa Fe,csdnet,1995.0
3379,Bib.Pop. de Margarita,82133,Vera,Santa Fe,cosemar,1994.0
4231,"Bib. Pop. Tartagal, mi pueblo",82133,Vera,Santa Fe,,2007.0
422,Bib.Pop. Dr. Allende Lezama,82133,Vera,Santa Fe,,1907.0
4209,Bib. Pop. Profesor Víctor HUgo Olivares,86049,Aguirre,Santiago del Estero,,2008.0
3975,Bib.Pop. de Campo Gallo,86014,Alberdi,Santiago del Estero,,1997.0
3699,Bib.Pop. Padre Alberto Ciupke,86021,Atamisqui,Santiago del Estero,,1980.0
615,Bib.Pop. Bartolomé Mitre,86028,Avellaneda,Santiago del Estero,,1916.0
3703,Bib.Pop. Alfonso Nassif,86028,Avellaneda,Santiago del Estero,hotmail,1980.0
4323,Bib. Pop. Hna. María Pía Bettini,86028,Avellaneda,Santiago del Estero,,2012.0
624,Bib.Pop. Mariano Moreno,86035,Banda,Santiago del Estero,,1929.0
619,Bib.Pop. Bernardino Rivadavia,86035,Banda,Santiago del Estero,,1910.0
1264,Bib.Pop. Juan Bautista Alberdi,86035,Banda,Santiago del Estero,,1927.0
2311,Bib.Pop. Absalon Rojas,86035,Banda,Santiago del Estero,,1945.0
2456,Bib.Pop. Narciso Laprida,86035,Banda,Santiago del Estero,,1946.0
2763,Bib.Pop. Conrado Juarez,86035,Banda,Santiago del Estero,hotmail,1940.0
3123,Bib.Pop. Carlos Pellegrini,86035,Banda,Santiago del Estero,live,1966.0
3174,Bib.Pop. Domingo A. Bravo,86035,Banda,Santiago del Estero,hotmail,1987.0
3192,Bib.Pop. Luis O. Orieta,86035,Banda,Santiago del Estero,,1992.0
3274,Bib.Pop. San Martín,86035,Banda,Santiago del Estero,hotmail,1994.0
3827,Bib.Pop. Río dulce,86035,Banda,Santiago del Estero,hotmail,1980.0
4089,Bib.Pop. Fortunato Júarez Barrios Miski Mayu y Parque Indus,86035,Banda,Santiago del Estero,hotmail,1980.0
4091,Bib.Pop. Ada Nilda Alderete,86035,Banda,Santiago del Estero,,2001.0
2252,Bib.Pop. Manuel Belgrano,86042,Belgrano,Santiago del Estero,hotmail,1943.0
3115,Bib.Pop. Florentino Ameghino,86049,Capital,Santiago del Estero,,1942.0
621,Bib.Pop. D.F.Sarmiento,86049,Capital,Santiago del Estero,hotmail,
1007,Bib.Pop. Gob. Eduardo Miguel,86049,Capital,Santiago del Estero,,1980.0
1081,Bib.Pop. Juan Bautista Alberdi,86049,Capital,Santiago del Estero,,1925.0
1204,Bib.Pop. Agustín Alvarez,86049,Capital,Santiago del Estero,hotmail,1926.0
1662,Bib.Pop. Pedro Firmo Unzaga,86049,Capital,Santiago del Estero,yahoo,1930.0
1665,Bib.Pop. Dr. Manuel Gorostiaga,86049,Capital,Santiago del Estero,,1927.0
2084,"Asoc, Cult. y Vecinal y Bib.Pop Ricardo Rojas",86049,Capital,Santiago del Estero,gmail,1938.0
2262,Bib.Pop. Francisca Jacques,86049,Capital,Santiago del Estero,,1942.0
2578,Bib.Pop. Miguel Martín de Güemes,86049,Capital,Santiago del Estero,,1940.0
3122,Bib.Pop. Esteban Echeverría,86049,Capital,Santiago del Estero,hotmail,1933.0
3124,Bib.Pop. Francisco de Aguirre,86049,Capital,Santiago del Estero,,1980.0
3164,Bib.Pop. Jorge W. Abalos,86049,Capital,Santiago del Estero,,1988.0
3428,Bib.Pop. Segundo M. Arce,86049,Capital,Santiago del Estero,,1980.0
3489,Bib.Pop. Juan F. Bianchi,86049,Capital,Santiago del Estero,,1980.0
3496,Bib. Pop. Club de maestros,86049,Capital,Santiago del Estero,hotmail,1980.0
3533,Bib.Pop. M. E. R. Vargas de Basualdo,86049,Capital,Santiago del Estero,,1980.0
3566,Bib. Esc. Pop. Siglo XXI,86049,Capital,Santiago del Estero,hotmail,1996.0
3920,Bib.Pop. Dr. Orestes di Lullo,86049,Capital,Santiago del Estero,,1980.0
4057,Bib.Pop. José Mármol,86049,Capital,Santiago del Estero,hotmail,1936.0
4059,Bib.Pop. Dr. Raúl Dargoltz,86049,Capital,Santiago del Estero,,2000.0
4067,Bib.Pop. Andrés Chazarreta,86049,Capital,Santiago del Estero,,2001.0
4200,Bib.Pop. Dr. Bernardo Canal Feijoo,86049,Capital,Santiago del Estero,hotmail,1980.0
4225,Bib.Pop. Mariano Moreno,86049,Capital,Santiago del Estero,,1980.0
4358,Bib.Pop. Shunko,86049,Capital,Santiago del Estero,gmail,2003.0
616,Bib.Pop. D.F.Sarmiento,86063,Choya,Santiago del Estero,,1908.0
4190,Bib.Pop. Juan Carlos Infante del Castaño,86063,Choya,Santiago del Estero,,1980.0
3562,Bib.Pop. Julio Bustamante,86126,Copo,Santiago del Estero,,1980.0
3927,Bib.Pop. Alberto J. Montenegro,86056,Copo,Santiago del Estero,,2001.0
612,Bib.Pop. Almafuerte,86077,Gral Taboada,Santiago del Estero,hotmail,1919.0
1179,Bib.Pop. de Añatuya,86077,Gral Taboada,Santiago del Estero,hotmail,1922.0
4025,Bib. Pop. Alfonsina Storni,86077,Gral Taboada,Santiago del Estero,,2001.0
4253,Bib. Pop. Mariano Moreno,86091,Jimenez,Santiago del Estero,gmail,2009.0
3598,Bib.Pop. Jorge Luis Borges,86098,Juan F Ibarra,Santiago del Estero,,1980.0
3816,Bib.Pop. Eduardo Miguel,86105,Loreto,Santiago del Estero,hotmail,1999.0
3694,Bib.Pop. José María Lami Hernández,86126,Ojo De Agua,Santiago del Estero,,1980.0
4107,Bib. Pop. San Roque,86056,Pellegrini,Santiago del Estero,,2003.0
3335,Bib.Pop. Sumampa,86140,Quebrachos,Santiago del Estero,,1992.0
1863,Bib.Pop. D.F.Sarmiento,86147,Rio Hondo,Santiago del Estero,,1980.0
2813,Bib.Pop. Manuel Belgrano,86147,Rio Hondo,Santiago del Estero,,1962.0
2854,Bib.Pop. Ricardo Rojas,86147,Rio Hondo,Santiago del Estero,,1964.0
1497,Bib.Pop. Mariano Moreno,86147,Rio Hondo,Santiago del Estero,hotmail,1917.0
3893,Bib.Pop. Juan Bautista Marozzi,86154,Rivadavia,Santiago del Estero,,1997.0
4328,Bib. Pop. El Algarrobal,86161,Robles,Santiago del Estero,gmail,2012.0
1361,Bib.Pop. San Martín,86161,Robles,Santiago del Estero,,1928.0
2108,Bib.Pop. Almafuerte,86161,Robles,Santiago del Estero,,1917.0
3370,Bib.Pop. José Hernández,86161,Robles,Santiago del Estero,,1992.0
